,CPI_YoY,Zscore,Inflation_Regime
1986-04-30,1.5902712815715423,-1.4041627918457604,0
1986-05-31,1.491146318732528,-1.4134400771611744,0
1986-06-30,1.7657992565055736,-1.269364543148131,0
1986-07-31,1.576994434137302,-1.3468901436234604,0
1986-08-31,1.5740740740740833,-1.3556124434221999,0
1986-09-30,1.7543859649122862,-1.2939582287769658,0
1986-10-31,1.4719411223550916,-1.4646996762412718,0
1986-11-30,1.2844036697247765,-1.594075981180531,0
1986-12-31,1.097895699908502,-1.720841277676677,0
1987-01-31,1.4598540145985384,-1.5032676784589578,0
1987-02-28,2.104300091491296,-1.0662190492735204,0
1987-03-31,3.0330882352941124,-0.3848947308576271,0
1987-04-30,3.7753222836095945,0.2024132801968491,0
1987-05-31,3.85674931129476,0.3172192693861989,0
1987-06-30,3.65296803652968,0.21469181750602442,0
1987-07-31,3.926940639269394,0.5222366747671844,0
1987-08-31,4.284412032816776,0.9157563332282393,0
1987-09-30,4.355716878402904,1.0111592568745522,1
1987-10-31,4.533091568449676,1.2139903313063642,1
1987-11-30,4.528985507246386,1.2124218253277468,1
1987-12-31,4.4343891402715,1.098645910692634,1
1988-01-31,4.046762589928066,0.7064356326918589,0
1988-02-29,3.942652329749108,0.5942981028491388,0
1988-03-31,3.925066904549523,0.570293659984946,0
1988-04-30,3.904170363797688,0.5496199973166547,0
1988-05-31,3.89036251105217,0.5293396251054978,0
1988-06-30,3.96475770925111,0.5808860248261387,0
1988-07-31,4.130052724077338,0.7179687756308771,0
1988-08-31,4.020979020979021,0.5881166723006968,0
1988-09-30,4.17391304347825,0.7165106868238338,0
1988-10-31,4.249783174327848,0.7668184354964083,0
1988-11-30,4.246100519930662,0.7437739329719901,0
1988-12-31,4.419410745233954,0.89792836513344,0
1989-01-31,4.667242869490051,1.1239144917059196,1
1989-02-28,4.827586206896539,1.2698353802165612,1
1989-03-31,4.978540772532192,1.4070800661641663,1
1989-04-30,5.123825789923142,1.520095110573477,1
1989-05-31,5.361702127659562,1.6915790023082033,1
1989-06-30,5.16949152542372,1.4749928249651851,1
1989-07-31,4.978902953586495,1.274506357135115,1
1989-08-31,4.705882352941182,1.015872556740232,1
1989-09-30,4.340567612687818,0.6855852338971803,0
1989-10-31,4.492512479201327,0.8166126991172302,0
1989-11-30,4.655029093931851,0.9474063872436499,0
1989-12-31,4.647302904564321,0.9240744508987762,0
1990-01-31,5.202312138728327,1.3683466386170438,1
1990-02-28,5.263157894736836,1.3732270022941722,1
1990-03-31,5.233033524121011,1.3059534918344775,1
1990-04-30,4.711616571892785,0.8460165151399403,0
1990-05-31,4.3618739903069415,0.5429333569303839,0
1990-06-30,4.673650282030639,0.7869242939461069,0
1990-07-31,4.8231511254019255,0.8878463314822352,0
1990-08-31,5.617977528089879,1.486186050343816,1
1990-09-30,6.159999999999988,1.8342494184249027,1
1990-10-31,6.289808917197459,1.8437591138061638,1
1990-11-30,6.27482128673551,1.750091170144391,1
1990-12-31,6.10626486915149,1.5615285538481338,1
1991-01-31,5.651491365777073,1.192243631289322,1
1991-02-28,5.312500000000009,0.9172121332040016,0
1991-03-31,4.895104895104896,0.5915630867477716,0
1991-04-30,4.8875096974398735,0.5606832660232662,0
1991-05-31,4.953560371517041,0.5853851223153786,0
1991-06-30,4.695919938414161,0.35930440636002686,0
1991-07-31,4.447852760736182,0.12876112462434375,0
1991-08-31,3.7993920972644313,-0.45938012053382643,0
1991-09-30,3.3911077618688834,-0.8693988331601668,0
1991-10-31,2.921348314606753,-1.3748092543175336,0
1991-11-30,2.9895366218236186,-1.4222239711257356,0
1991-12-31,3.064275037369213,-1.5030494242154808,0
1992-01-31,2.600297176820199,-2.153333393126485,0
1992-02-29,2.818991097922829,-1.9795370000104284,0
1992-03-31,3.185185185185202,-1.5521963316592857,0
1992-04-30,3.1804733727810675,-1.5240271928601672,0
1992-05-31,3.023598820059004,-1.6603247952889923,0
1992-06-30,3.088235294117636,-1.5527745924007472,0
1992-07-31,3.1571218795888534,-1.4372053618174576,0
1992-08-31,3.1478770131771583,-1.4022025165992829,0
1992-09-30,2.988338192419837,-1.5227194156537671,0
1992-10-31,3.2023289665211063,-1.2489117566638517,0
1992-11-30,3.047895500725684,-1.3660468933512802,0
1992-12-31,2.9006526468455363,-1.4667345176618185,0
1993-01-31,3.258508327299059,-1.0720842961201378,0
1993-02-28,3.2467532467532534,-1.0630031896723198,0
1993-03-31,3.086862885857844,-1.197930342897345,0
1993-04-30,3.2258064516129004,-1.0381646941706042,0
1993-05-31,3.2211882605583497,-1.0235215743659727,0
1993-06-30,2.9957203994293917,-1.2159627667815418,0
1993-07-31,2.77580071174377,-1.3857185958843228,0
1993-08-31,2.767920511000721,-1.35181262440008,0
1993-09-30,2.689313517338987,-1.3796449350355011,0
1993-10-31,2.7503526093088704,-1.2810365803894805,0
1993-11-30,2.676056338028188,-1.3057240479508838,0
1993-12-31,2.748414376321362,-1.2006122923883886,0
1994-01-31,2.524544179523147,-1.3502871771441973,0
1994-02-28,2.515723270440251,-1.3096102635785547,0
1994-03-31,2.506963788300842,-1.27108301416225,0
1994-04-30,2.361111111111125,-1.3475740206564755,0
1994-05-31,2.288488210818307,-1.3618426261479795,0
1994-06-30,2.4930747922437657,-1.1474375527216245,0
1994-07-31,2.7700831024930705,-0.8802657789352103,0
1994-08-31,2.900552486187835,-0.7429766089364618,0
1994-09-30,2.963473466574773,-0.6681386603635657,0
1994-10-31,2.6080988332189525,-0.9416064329447896,0
1994-11-30,2.674897119341546,-0.8558649034933417,0
1994-12-31,2.674897119341546,-0.8278185443090925,0
1995-01-31,2.804377564979488,-0.6911812845083586,0
1995-02-28,2.862985685071595,-0.6151341984784422,0
1995-03-31,2.853260869565233,-0.5981860077040458,0
1995-04-30,3.0529172320217013,-0.3996331231890097,0
1995-05-31,3.186440677966096,-0.26374782649866424,0
1995-06-30,3.0405405405405483,-0.3737803626399234,0
1995-07-31,2.7628032345013542,-0.6008530139598122,0
1995-08-31,2.617449664429538,-0.7106402607740517,0
1995-09-30,2.5435073627844584,-0.7675883822742078,0
1995-10-31,2.809364548494986,-0.48012991981730685,0
1995-11-30,2.605210420841697,-0.7025304273505286,0
1995-12-31,2.5384101536406245,-0.7973217952581482,0
1996-01-31,2.727877578176985,-0.5306451646674746,0
1996-02-29,2.650762094102044,-0.6438514146853856,0
1996-03-31,2.840158520475544,-0.29568234875185995,0
1996-04-30,2.896642527978943,-0.1477071778712227,0
1996-05-31,2.890932982917227,-0.1051963376992707,0
1996-06-30,2.754098360655721,-0.4323807751532596,0
1996-07-31,2.9508196721311557,0.2680894870631955,0
1996-08-31,2.877697841726623,0.0649466191044993,0
1996-09-30,3.0026109660574507,0.6191875871954586,0
1996-10-31,2.9928432010410067,0.5719289347109919,0
1996-11-30,3.255208333333326,1.6193156090903493,1
1996-12-31,3.322475570032579,1.8336503990177173,1
1997-01-31,3.0440414507771907,0.6916887477718877,0
1997-02-28,3.034215622982561,0.6356425985721006,0
1997-03-31,2.761721258831096,-0.4363495011867344,0
1997-04-30,2.4952015355086177,-1.466708876779759,0
1997-05-31,2.2349936143039484,-2.354992119483355,0
1997-06-30,2.2973835354180183,-2.0055768505255744,0
1997-07-31,2.2292993630573354,-2.1421680752777643,0
1997-08-31,2.2250476795931284,-2.0501266445279827,0
1997-09-30,2.154626108998725,-2.1668936078757337,0
1997-10-31,2.0846493998736504,-2.276156102573857,0
1997-11-30,1.828499369482972,-2.8593774175364812,0
1997-12-31,1.7023959646910614,-2.946943593024106,0
1998-01-31,1.5713387806411072,-3.0357103787969484,0
1998-02-28,1.441102756892243,-3.0808732480306453,0
1998-03-31,1.374999999999993,-2.9545635704526827,0
1998-04-30,1.4357053682896526,-2.618456035735922,0
1998-05-31,1.6864459712679691,-1.9665194130053176,0
1998-06-30,1.6843418590143378,-1.877070734957103,0
1998-07-31,1.6822429906542036,-1.793980068688537,0
1998-08-31,1.6169154228855789,-1.837466630243629,0
1998-09-30,1.488833746898277,-1.9865727677974052,0
1998-10-31,1.4851485148514865,-1.8949199084565944,0
1998-11-30,1.5479876160990669,-1.6983175964629427,0
1998-12-31,1.6119032858028517,-1.517662849434053,0
1999-01-31,1.6707920792079278,-1.3627234700530197,0
1999-02-28,1.6059295861643008,-1.4261628257292986,0
1999-03-31,1.7262638717632672,-1.1778743219577856,0
1999-04-30,2.2769230769230653,-0.21965665207575044,0
1999-05-31,2.088452088452075,-0.5396814686694912,0
1999-06-30,1.9631901840490684,-0.7379188323867818,0
1999-07-31,2.1446078431372584,-0.4082140832408534,0
1999-08-31,2.2643818849449104,-0.1842472599320213,0
1999-09-30,2.6283618581907087,0.4617937326596887,0
1999-10-31,2.5609756097561,0.34530741776091606,0
1999-11-30,2.621951219512209,0.4540868993197809,0
1999-12-31,2.684563758389258,0.5635457958494563,0
2000-01-31,2.738892270237381,0.6616692995409549,0
2000-02-29,3.221884498480243,1.4807514617596058,1
2000-03-31,3.75757575757576,2.287669004083184,1
2000-04-30,3.0685920577617543,1.1398344893804448,1
2000-05-31,3.1889290012033777,1.3398439099369164,1
2000-06-30,3.73044524669075,2.1532194675004264,1
2000-07-31,3.659268146370742,1.9529548072782117,1
2000-08-31,3.411131059245976,1.5149048864470986,1
2000-09-30,3.454437164979152,1.5268535353410004,1
2000-10-31,3.4482758620689724,1.4770514824143952,1
2000-11-30,3.446226975638722,1.4281845510878441,1
2000-12-31,3.3868092691621943,1.3020220610682849,1
2001-01-31,3.732227488151652,1.728173375114641,1
2001-02-28,3.5335689045936425,1.406382981841632,1
2001-03-31,2.9205607476635587,0.5628700505250991,0
2001-04-30,3.269118505545832,1.0252706906767517,1
2001-05-31,3.6151603498542295,1.4560087987041055,1
2001-06-30,3.248259860788849,0.946838708768572,0
2001-07-31,2.719907407407396,0.24964842575788407,0
2001-08-31,2.719907407407396,0.25347644820403636,0
2001-09-30,2.648244099021313,0.1662414089616881,0
2001-10-31,2.126436781609198,-0.5136967645908638,0
2001-11-30,1.895462377943713,-0.7954802003201659,0
2001-12-31,1.551724137931032,-1.215733709977444,0
2002-01-31,1.142204454597362,-1.689016878853508,0
2002-02-28,1.1376564277588264,-1.6243704097517575,0
2002-03-31,1.4755959137344066,-1.1487555968513263,0
2002-04-30,1.6393442622950838,-0.9143510769847628,0
2002-05-31,1.1817670230725996,-1.4472887459874881,0
2002-06-30,1.0674157303370846,-1.5325160724292277,0
2002-07-31,1.4647887323943731,-1.0217063318127892,0
2002-08-31,1.802816901408444,-0.6016006700483744,0
2002-09-30,1.5143017386427315,-0.9305938104913397,0
2002-10-31,2.025886325267323,-0.31554388373521663,0
2002-11-30,2.19842164599775,-0.11630261927914509,0
2002-12-31,2.376910016977929,0.08515670035429694,0
2003-01-31,2.5974025974025983,0.3327207530915147,0
2003-02-28,2.9808773903261976,0.7710889823169949,0
2003-03-31,3.0201342281878985,0.7909891497052335,0
2003-04-30,2.224694104560632,-0.20514090984768243,0
2003-05-31,2.057842046718572,-0.4223850881367442,0
2003-06-30,2.1122846025569686,-0.36535518496570707,0
2003-07-31,2.1099389228206533,-0.3794835119548994,0
2003-08-31,2.158273381294973,-0.3323733979783138,0
2003-09-30,2.3204419889502725,-0.14519581527307687,0
2003-10-31,2.0408163265306145,-0.5232139389191008,0
2003-11-30,1.7650303364588948,-0.8917137445311313,0
2003-12-31,1.8794914317302516,-0.7517752544728661,0
2004-01-31,1.9262520638414935,-0.6992486918657488,0
2004-02-29,1.6930638995084513,-1.01186594099638,0
2004-03-31,1.7372421281216075,-0.9537501939807037,0
2004-04-30,2.285092491838947,-0.2272670124211585,0
2004-05-31,3.051771117166213,0.7660869509205546,0
2004-06-30,3.26619488296136,1.0157932312341937,1
2004-07-31,2.990755845568249,0.6337703850762308,0
2004-08-31,2.654387865655483,0.1834766153118057,0
2004-09-30,2.5377969762419017,0.032217603942426114,0
2004-10-31,3.189189189189201,0.8691256217525027,0
2004-11-30,3.523035230352312,1.2677983685860976,1
2004-12-31,3.255561584373301,0.9048375541267228,0
2005-01-31,2.969762419006483,0.5332414832757827,0
2005-02-28,3.0075187969925032,0.5879819492154957,0
2005-03-31,3.1483457844183604,0.7937416849968986,0
2005-04-30,3.5106382978723483,1.2438867192813174,1
2005-05-31,2.8027498677948293,0.3412640112731461,0
2005-06-30,2.530311017395892,0.014507726095145116,0
2005-07-31,3.167898627243937,0.8805020572982784,0
2005-08-31,3.641160949868083,1.4992631598424249,1
2005-09-30,4.686677198525535,2.7128344968777043,1
2005-10-31,4.347826086956519,2.1956060643187123,1
2005-11-30,3.4554973821989465,1.1051070672063064,1
2005-12-31,3.415659485023648,1.0552094415999522,1
2006-01-31,3.985317252228637,1.7309992439997888,1
2006-02-28,3.59749739311781,1.2582239676102946,1
2006-03-31,3.3626487325400856,0.9593939774995045,0
2006-04-30,3.5457348406988665,1.1671188002840927,1
2006-05-31,4.166666666666674,1.8651766742965636,1
2006-06-30,4.318766066838053,1.96482656468361,1
2006-07-31,4.145342886386905,1.6965935875674907,1
2006-08-31,3.818737270875761,1.2941947226221753,1
2006-09-30,2.062374245472842,-0.617422163499644,0
2006-10-31,1.3052208835341528,-1.4083175874577365,0
2006-11-30,1.9736842105263277,-0.6911780341906315,0
2006-12-31,2.540650406504064,-0.09936170974116089,0
2007-01-31,2.0756429652042385,-0.6353177436403321,0
2007-02-28,2.415198792148976,-0.28856551170705447,0
2007-03-31,2.778778778778768,0.10220065335103411,0
2007-04-30,2.573697270471476,-0.15499150996504438,0
2007-05-31,2.6908641975308623,-0.04854671917275536,0
2007-06-30,2.687037949728932,-0.0888129291433804,0
2007-07-31,2.358230958230956,-0.5288834544307751,0
2007-08-31,1.9700833742030357,-1.031565379256189,0
2007-09-30,2.755051749630355,-0.05429978474286199,0
2007-10-31,3.536174430128836,0.9371746587202467,0
2007-11-30,4.306203473945414,1.8546009957084535,1
2007-12-31,4.081268582755193,1.5051558308387183,1
2008-01-31,4.280294047901356,1.679858980677827,1
2008-02-29,4.026555413048727,1.3261521675447177,1
2008-03-31,3.981456231251701,1.235723216990665,1
2008-04-30,3.936889774827512,1.1427688055752798,1
2008-05-31,4.17554304180352,1.3758220844021867,1
2008-06-30,5.0217900476117405,2.237478601524224,1
2008-07-31,5.6001229002539565,2.6770172253630853,1
2008-08-31,5.371855115262347,2.2850026704455635,1
2008-09-30,4.936927430572191,1.7520784383030805,1
2008-10-31,3.655186277137501,0.42560674745827676,0
2008-11-30,1.0695746918073956,-2.1724537246100835,0
2008-12-31,0.0914129006456043,-2.9322662083743296,0
2009-01-31,0.0298465036952855,-2.789733770189813,0
2009-02-28,0.2361910880378737,-2.4808327481070083,0
2009-03-31,-0.3835562549173832,-2.805066365528992,0
2009-04-30,-0.7368857152167174,-2.8394154384791954,0
2009-05-31,-1.2814357989586078,-2.9445691090474413,0
2009-06-30,-1.4267760436898702,-2.7847284377149837,0
2009-07-31,-2.097161353676058,-2.9195781518031096,0
2009-08-31,-1.4843486119606064,-2.388379277237328,0
2009-09-30,-1.2862059666427397,-2.149966813904294,0
2009-10-31,-0.1828482774861251,-1.4943742126736086,0
2009-11-30,1.8382958691302909,-0.40748448871638426,0
2009-12-31,2.721331126205828,0.0659740376939253,0
2010-01-31,2.6257086429576137,0.01822513812639045,0
2010-02-28,2.143331778145363,-0.23047056198083213,0
2010-03-31,2.3139594469439477,-0.1324889717580958,0
2010-04-30,2.236447195648084,-0.16273420250582055,0
2010-05-31,2.0209860840939786,-0.2704677441326407,0
2010-06-30,1.053348972845658,-0.7687470984976692,0
2010-07-31,1.2351927783014638,-0.653609307652507,0
2010-08-31,1.1481045618392027,-0.6772217235821194,0
2010-09-30,1.143682658159273,-0.6540296104449571,0
2010-10-31,1.1721876055269531,-0.6145580519585581,0
2010-11-30,1.1431609115702734,-0.6094590864066007,0
2010-12-31,1.4957235273143077,-0.4040110102287779,0
2011-01-31,1.631846857448771,-0.3119231097901217,0
2011-02-28,2.1075846286581656,-0.041460414083028495,0
2011-03-31,2.6816032642408505,0.27739961728126655,0
2011-04-30,3.1636308592764677,0.5447798397957168,0
2011-05-31,3.568645784634561,0.7754405557373208,0
2011-06-30,3.558828252242341,0.7824573735207474,0
2011-07-31,3.628715982221076,0.8297464214706933,0
2011-08-31,3.771208179119778,0.9097113032323885,0
2011-09-30,3.868356841040299,0.9397478728540455,0
2011-10-31,3.5251999213574026,0.728173897193571,0
2011-11-30,3.3943775908008567,0.6410042602605408,0
2011-12-31,2.9624188448710957,0.39993801032475174,0
2012-01-31,2.9252167121508466,0.3713985063486434,0
2012-02-29,2.871098780438208,0.3373402934166525,0
2012-03-31,2.651398193021781,0.21852326776383316,0
2012-04-30,2.302739811298937,0.030439170462580704,0
2012-05-31,1.704253774937592,-0.2877008917123483,0
2012-06-30,1.6639937622385137,-0.30031420618988103,0
2012-07-31,1.4084507042253502,-0.430638859821181,0
2012-08-31,1.692378997550148,-0.2730615259337751,0
2012-09-30,1.9912820806649911,-0.10319396206735892,0
2012-10-31,2.1623435988711304,0.0026655428860690275,0
2012-11-30,1.764133846085847,-0.19472743349383054,0
2012-12-31,1.741022368747558,-0.1877893175876052,0
2013-01-31,1.5948646681225531,-0.2477664833828305,0
2013-02-28,1.9779235097490575,-0.011070342013038373,0
2013-03-31,1.4738962125967705,-0.27935541152686366,0
2013-04-30,1.063085381489448,-0.4945319642351627,0
2013-05-31,1.3619650588516885,-0.2963543061053684,0
2013-06-30,1.7544165453768912,-0.03173769566615545,0
2013-07-31,1.9606816118443948,0.13854963938338336,0
2013-08-31,1.518367559543199,-0.11020212913718357,0
2013-09-30,1.184925261552161,-0.30629206159627237,0
2013-10-31,0.9636127046434018,-0.4380325012897083,0
2013-11-30,1.2370722045339066,-0.24391034463129901,0
2013-12-31,1.501735619618394,-0.07141214120966291,0
2014-01-31,1.5789473684210575,-0.03452365810044246,0
2014-02-28,1.1263492501055294,-0.38036325001094246,0
2014-03-31,1.51220287576308,-0.12080396086883008,0
2014-04-30,1.9528578985167575,0.1828301564920192,0
2014-05-31,2.1271115499366777,0.2875286229978252,0
2014-06-30,2.0723413731670526,0.20790628541403341,0
2014-07-31,1.9923286357643064,0.08888845599602783,0
2014-08-31,1.6996113341628316,-0.2724040171158494,0
2014-09-30,1.657918675715031,-0.41486241116646966,0
2014-10-31,1.664340215632043,-0.4723739191379817,0
2014-11-30,1.3223551823708934,-0.8932729459050681,0
2014-12-31,0.7564932696557447,-1.5488167626477056,0
2015-01-31,-0.0893483130696481,-2.4319799710856462,0
2015-02-28,-0.0251298018153045,-2.21339177250901,0
2015-03-31,-0.0736373908664322,-2.1378994768023256,0
2015-04-30,-0.1995174461766891,-2.1443788546157165,0
2015-05-31,-0.0399327448507791,-1.880146716082146,0
2015-06-30,0.1237712036854521,-1.6639696226385092,0
2015-07-31,0.1695697796432194,-1.5698430876848912,0
2015-08-31,0.1950792930057288,-1.503723675888477,0
2015-09-30,-0.0361297478059685,-1.6719727073925692,0
2015-10-31,0.1705744357355598,-1.4373500422594192,0
2015-11-30,0.5017975786678841,-1.1089815700581067,0
2015-12-31,0.7295197860415881,-0.8806889011014365,0
2016-01-31,1.3730868138309926,-0.28460607193607823,0
2016-02-29,1.0177997801654737,-0.5934410758539782,0
2016-03-31,0.8525362211427412,-0.7193209026018114,0
2016-04-30,1.125110418894426,-0.4440864367747809,0
2016-05-31,1.019322554193569,-0.517435102247246,0
2016-06-30,0.9973264945230876,-0.5130425952679016,0
2016-07-31,0.8271388704987004,-0.6584709354650496,0
2016-08-31,1.0628745027610351,-0.3887218651553802,0
2016-09-30,1.4637836474815646,0.09289723468476245,0
2016-10-31,1.6359875209176034,0.3454329264246009,0
2016-11-30,1.6925371625037933,0.473500468992633,0
2016-12-31,2.074622132966919,1.0128593490900355,1
2017-01-31,2.5000422090529995,1.6134227403447607,1
2017-02-28,2.737958171489318,1.9486446848744199,1
2017-03-31,2.3806124334402767,1.486144703051805,1
2017-04-30,2.199689878417299,1.2448273385656405,1
2017-05-31,1.8748777208413612,0.7929196077352972,0
2017-06-30,1.633487955256463,0.4633113158685209,0
2017-07-31,1.727978456372492,0.5838191204745187,0
2017-08-31,1.9389742120581757,0.862923333597604,0
2017-09-30,2.2329638650032235,1.2497493270518296,1
2017-10-31,2.041128701976169,0.9960825599449887,0
2017-11-30,2.202582938683184,1.1941882587781982,1
2017-12-31,2.1090824745684245,1.0531087733053628,1
2018-01-31,2.070507620275164,0.9838810203147965,0
2018-02-28,2.2117954212386604,1.1597721940809218,1
2018-03-31,2.3597114039729084,1.315603326967382,1
2018-04-30,2.462743943334811,1.396682639157509,1
2018-05-31,2.8010117148075557,1.7502519909605518,1
2018-06-30,2.87154783531669,1.7683145148677444,1
2018-07-31,2.9495150866471143,1.7976308260232308,1
2018-08-31,2.699180104187437,1.4514424796627183,1
2018-09-30,2.2769721941990007,0.9339014631330951,0
2018-10-31,2.5224699286070296,1.1761679344960545,1
2018-11-30,2.176601032152403,0.7599070772972981,0
2018-12-31,1.9101588486313716,0.4482945036120405,0
2019-01-31,1.5512351381991252,0.04123455743662133,0
2019-02-28,1.520135265933309,-0.0015385437213963182,0
2019-03-31,1.8625227405691724,0.38081676114048973,0
2019-04-30,1.9964397755302563,0.5319081713451673,0
2019-05-31,1.7902284687663972,0.30508252692847726,0
2019-06-30,1.6484846560762545,0.15213288463110244,0
2019-07-31,1.8114648063935144,0.34238110703825575,0
2019-08-31,1.7497798894291483,0.2707503346312499,0
2019-09-30,1.7113045131695204,0.22565461118448732,0
2019-10-31,1.7640429444213843,0.2839705084199361,0
2019-11-30,2.05127798189162,0.5969910112428587,0
2019-12-31,2.2851297401217163,0.8352297137767684,0
2020-01-31,2.4865719552504606,1.0386231816818547,1
2020-02-29,2.334873563945949,0.8370404656808882,0
2020-03-31,1.5393269919198094,-0.1530699763181592,0
2020-04-30,0.3290966863368272,-1.7059739319959875,0
2020-05-31,0.117926370210708,-1.991828619942037,0
2020-06-30,0.6457330475554857,-1.3529494393617787,0
2020-07-31,0.9860818253037084,-0.9518955670688389,0
2020-08-31,1.3096453823307153,-0.5615785456472817,0
2020-09-30,1.3713248610564666,-0.5352400433807611,0
2020-10-31,1.1820661677274913,-0.8705356920833276,0
2020-11-30,1.1745357842679605,-0.9216557560215698,0
2020-12-31,1.3620054947193203,-0.6586792311492026,0
2021-01-31,1.3997697415600865,-0.5997007898104679,0
2021-02-28,1.6762152173745104,-0.18029639394779043,0
2021-03-31,2.619762508959189,1.2963760435641989,1
2021-04-30,4.15969483870211,3.3604405186699133,1
2021-05-31,4.992706537594471,3.903710106625943,1
2021-06-30,5.391451413321335,3.7927576435753156,1
2021-07-31,5.365475239385398,3.354008211020693,1
2021-08-31,5.251271554874992,2.9471323535933713,1
2021-09-30,5.390348855079163,2.814154437864239,1
2021-10-31,6.221868903328898,3.1744495470493335,1
2021-11-30,6.809002839806477,3.245535700415896,1
2021-12-31,7.036402865545144,3.0688436106303403,1
2022-01-31,7.479872468289117,3.03632639773937,1
2022-02-28,7.871063897739283,2.969624041188148,1
2022-03-31,8.542455554842432,3.022250272764525,1
2022-04-30,8.258629340882372,2.647786489843707,1
2022-05-31,8.581511543676523,2.5916395516518236,1
2022-06-30,9.059757964784154,2.5977183039222123,1
2022-07-31,8.52481474562552,2.222267464066288,1
2022-08-31,8.262692503116241,2.001273126006826,1
2022-09-30,8.20166964383362,1.8797153577362842,1
2022-10-31,7.7454273308049215,1.6297361651834041,1
2022-11-30,7.110322794191726,1.3372740972955863,1
2022-12-31,6.45440133141082,1.0549864707388648,1
2023-01-31,6.410146968856267,1.005455425140132,1
2023-02-28,6.035613077866597,0.8393470586548027,0
2023-03-31,4.984974122099173,0.4334465798890459,0
2023-04-30,4.930320398188925,0.39819365145915375,0
2023-05-31,4.047609272791974,0.062376686380210135,0
2023-06-30,2.969177654558885,-0.33976504897951343,0
2023-07-31,3.177780177942169,-0.26362527905406613,0
2023-08-31,3.665112384399549,-0.0882289548096813,0
2023-09-30,3.69969812134443,-0.08443448059376482,0
2023-10-31,3.241144651893202,-0.2610115817978762,0
2023-11-30,3.1372707088417773,-0.30686878026046827,0
2023-12-31,3.3521228314302265,-0.23620092549974298,0
2024-01-31,3.0908847812280538,-0.34675570509843673,0
2024-02-29,3.1531711208615976,-0.3356868817842218,0
2024-03-31,3.4773850700380304,-0.22312542230049562,0
2024-04-30,3.357363950119163,-0.27938125104853434,0
2024-05-31,3.2690290569400204,-0.32498341552759025,0
2024-06-30,2.971397107263307,-0.4521216654184084,0
2024-07-31,2.894753198491306,-0.4916598358686322,0
2024-08-31,2.5307302964569622,-0.6426377745872321,0
2024-09-30,2.440633031069983,-0.6857975822009537,0
2024-10-31,2.597904904914672,-0.6317409032505342,0
2024-11-30,2.7493803960905616,-0.5779739576676118,0
2024-12-31,2.888057219980067,-0.5279487345386241,0
2025-01-31,3.0004831121501097,-0.4873219383122494,0
2025-02-28,2.82154895174751,-0.5636753426598812,0
2025-03-31,2.3907252538964974,-0.7467587375629988,0
2025-04-30,2.3112888616734883,-0.8053701199224549,0
2025-05-31,2.354896535474671,-0.8189602775026258,0
